2015-03-09 14:14:57	11.1c
2015-03-10 19:35:11	11.3c
2015-03-11 01:44:06	12.1c
2015-03-12 03:38:33	15.3c
2015-03-13 02:05:25	8.8c
2015-03-14 07:17:32	19.8c
2015-03-15 03:56:27	11.5c
2015-03-16 13:53:56	9.4c
2015-03-17 17:18:54	8.4c
2015-03-18 18:18:03	7.0c
2015-03-19 10:32:44	11.3c
2015-03-20 21:35:05	12.2c
2015-03-21 18:18:06	16.9c
2015-03-22 17:22:23	8.7c
2015-03-23 06:06:50	4.3c
2015-03-24 05:10:24	10.8c
2015-03-25 20:33:28	6.8c
2015-03-26 02:23:28	7.4c
2015-03-27 05:45:19	15.6c
2015-03-28 02:44:48	7.5c
2015-03-29 01:49:56	16.0c
2015-03-30 04:57:24	6.9c
2015-03-31 02:10:19	10.2c
2015-04-01 13:07:37	14.8c
2015-04-02 14:35:41	13.0c
2015-04-03 18:31:45	18.5c
2015-04-04 23:35:46	11.8c
2015-04-05 02:37:44	19.9c
2015-04-06 20:25:47	15.4c
2015-04-07 08:02:18	10.3c
2015-04-08 09:56:40	9.9c
2015-04-09 12:03:36	16.4c
2015-04-10 20:07:24	18.7c
2015-04-11 00:17:34	15.0c
2015-04-12 12:53:09	15.6c
2015-04-13 01:01:14	14.3c
2015-04-14 04:46:51	17.6c
2015-04-15 15:38:16	17.9c
2015-04-16 06:49:30	22.0c
2015-04-17 10:14:53	15.1c
2015-04-18 15:30:03	11.7c
2015-04-19 02:02:10	21.1c
2015-04-20 18:30:22	12.4c
2015-04-21 03:47:43	17.0c
2015-04-22 21:03:05	17.7c
2015-04-23 17:18:24	12.5c
2015-04-24 19:59:07	16.2c
2015-04-25 16:58:35	10.3c
2015-04-26 07:02:49	21.0c
2015-04-27 22:06:50	21.3c
2015-04-28 20:37:49	16.3c
2015-04-29 05:57:34	22.7c
2015-04-30 22:44:55	14.7c
2015-05-01 08:00:45	22.7c
2015-05-02 02:07:19	25.0c
2015-05-03 01:54:22	25.6c
2015-05-04 18:06:07	24.3c
2015-05-05 18:01:55	18.4c
2015-05-06 15:07:25	16.7c
2015-05-07 03:14:03	18.1c
2015-05-08 03:56:32	18.0c
2015-05-09 07:21:16	24.2c
2015-05-10 10:53:22	12.9c
2015-05-11 12:52:58	23.8c
2015-05-12 02:23:35	20.1c
2015-05-13 12:56:15	20.9c
2015-05-14 23:57:20	19.8c
2015-05-15 13:19:43	26.4c
2015-05-16 01:24:08	23.1c
2015-05-17 06:10:24	19.1c
2015-05-18 17:48:57	19.3c
2015-05-19 19:27:37	18.4c
2015-05-20 09:00:31	24.7c
2015-05-21 21:07:40	28.1c
2015-05-22 15:30:18	20.1c
2015-05-23 09:24:56	14.8c
2015-05-24 14:57:29	20.9c
2015-05-25 07:59:58	21.8c
2015-05-26 09:08:58	22.1c
2015-05-27 04:31:28	22.8c
2015-05-28 19:14:40	29.8c
2015-05-29 17:50:46	25.9c
2015-05-30 00:17:46	21.8c
2015-05-31 09:03:54	19.6c
2015-06-01 22:40:51	23.8c
2015-06-02 00:34:40	24.4c
2015-06-03 05:35:26	27.8c
2015-06-04 13:04:17	22.8c
2015-06-05 08:01:08	18.9c
2015-06-06 19:29:07	29.9c
2015-06-07 07:01:38	25.2c
2015-06-08 09:26:08	21.8c
2015-06-09 01:48:19	26.6c
2015-06-10 18:18:48	24.5c
2015-06-11 01:30:08	27.2c
2015-06-12 23:09:03	28.6c
2015-06-13 07:16:47	19.6c
2015-06-14 11:26:20	28.3c
2015-06-15 23:03:57	26.2c
2015-06-16 11:22:15	30.8c
2015-06-17 01:40:29	19.8c
2015-06-18 17:03:03	25.0c
2015-06-19 03:40:58	31.1c
2015-06-20 21:48:28	27.0c
2015-06-21 15:45:28	25.6c
2015-06-22 12:54:38	23.7c
2015-06-23 15:09:16	25.6c
2015-06-24 05:51:24	24.8c
2015-06-25 13:58:50	22.2c
2015-06-26 04:59:41	26.0c
2015-06-27 22:30:30	34.1c
2015-06-28 23:27:57	19.9c
2015-06-29 11:33:08	29.5c
2015-06-30 14:43:46	20.4c
2015-07-01 08:04:19	29.6c
2015-07-02 01:40:45	24.7c
2015-07-03 13:39:50	23.8c
2015-07-04 06:26:19	29.0c
2015-07-05 19:10:52	26.2c
2015-07-06 22:04:35	32.9c
2015-07-07 17:48:25	29.6c
2015-07-08 13:27:25	25.7c
2015-07-09 18:14:45	25.4c
2015-07-10 08:56:41	28.7c
2015-07-11 04:07:41	31.1c
2015-07-12 21:23:11	29.7c
2015-07-13 01:55:42	30.7c
2015-07-14 23:36:29	26.3c
2015-07-15 15:30:29	30.7c
2015-07-16 01:06:36	29.1c
2015-07-17 16:00:47	30.4c
2015-07-18 05:22:57	29.5c
2015-07-19 10:33:29	31.5c
2015-07-20 01:18:32	28.3c
2015-07-21 02:48:05	28.6c
2015-07-22 00:09:49	28.3c
2015-07-23 21:08:23	30.7c
2015-07-24 04:52:51	32.6c
2015-07-25 03:19:53	28.6c
2015-07-26 07:27:32	28.7c
2015-07-27 00:15:21	30.8c
2015-07-28 10:57:57	30.0c
2015-07-29 23:03:22	34.4c
2015-07-30 15:26:52	30.6c
2015-07-31 01:07:25	25.0c
2015-08-01 16:15:47	33.7c
2015-08-02 08:30:53	27.6c
2015-08-03 08:28:02	27.1c
2015-08-04 19:39:36	26.0c
2015-08-05 22:40:10	26.4c
2015-08-06 21:37:08	32.1c
2015-08-07 01:39:06	30.1c
2015-08-08 14:26:22	33.0c
2015-08-09 09:39:17	22.3c
2015-08-10 16:57:06	31.1c
2015-08-11 19:18:01	26.0c
2015-08-12 13:59:21	30.0c
2015-08-13 04:24:33	28.4c
2015-08-14 10:52:02	28.9c
2015-08-15 11:32:46	27.8c
2015-08-16 18:50:17	24.4c
2015-08-17 06:23:31	34.0c
2015-08-18 07:22:42	32.9c
2015-08-19 09:47:20	33.1c
2015-08-20 14:54:57	34.5c
2015-08-21 19:33:36	24.0c
2015-08-22 08:18:42	29.8c
2015-08-23 23:45:47	32.9c
2015-08-24 13:29:17	33.0c
2015-08-25 21:47:59	26.2c
2015-08-26 06:44:49	25.2c
2015-08-27 14:49:40	24.7c
2015-08-28 20:55:44	31.9c
2015-08-29 20:21:56	26.6c
2015-08-30 13:31:38	32.1c
2015-08-31 11:12:59	36.2c
2015-09-01 03:47:39	27.5c
2015-09-02 16:53:35	24.7c
2015-09-03 03:01:02	22.8c
2015-09-04 06:35:40	25.8c
2015-09-05 09:48:32	25.1c
2015-09-06 08:58:39	24.3c
2015-09-07 19:35:25	19.9c
2015-09-08 05:33:34	28.7c
2015-09-09 05:47:36	23.0c
2015-09-10 19:11:07	21.5c
2015-09-11 08:50:18	34.2c
2015-09-12 04:30:22	22.8c
2015-09-13 07:22:10	28.3c
2015-09-14 10:55:56	33.9c
2015-09-15 16:56:43	23.5c
2015-09-16 06:06:26	23.3c
2015-09-17 17:22:25	18.4c
2015-09-18 07:34:37	23.1c
2015-09-19 15:53:03	23.6c
2015-09-20 20:09:12	29.2c
2015-09-21 04:56:51	26.7c
2015-09-22 19:35:41	26.7c
2015-09-23 23:01:58	25.7c
2015-09-24 09:10:45	19.5c
2015-09-25 14:51:09	22.4c
2015-09-26 16:07:33	25.9c
2015-09-27 08:20:11	25.5c
2015-09-28 02:13:40	21.7c
2015-09-29 18:06:10	25.5c
2015-09-30 20:22:51	21.9c
2015-10-01 19:43:29	21.0c
2015-10-02 17:45:30	15.6c
2015-10-03 10:56:47	17.7c
2015-10-04 12:05:43	16.9c
2015-10-05 21:50:51	22.8c
2015-10-06 23:23:55	13.4c
2015-10-07 11:14:37	16.4c
2015-10-08 08:21:18	20.9c
2015-10-09 18:09:23	20.0c
2015-10-10 18:12:29	16.6c
2015-10-11 22:56:20	15.8c
2015-10-12 05:39:11	15.5c
2015-10-13 07:12:24	20.8c
2015-10-14 08:25:55	20.4c
2015-10-15 11:34:26	24.8c
2015-10-16 18:38:00	19.6c
2015-10-17 13:58:42	16.6c
2015-10-18 11:10:58	16.8c
2015-10-19 15:12:07	23.1c
2015-10-20 14:25:13	15.2c
2015-10-21 15:54:01	11.8c
2015-10-22 07:02:57	19.7c
2015-10-23 03:51:44	19.2c
2015-10-24 04:03:02	16.2c
2015-10-25 22:38:42	14.1c
2015-10-26 08:10:29	19.9c
2015-10-27 12:27:52	20.2c
2015-10-28 05:06:08	19.1c
2015-10-29 07:10:18	13.1c
2015-10-30 02:16:55	22.3c
2015-10-31 10:09:44	19.5c
2015-11-01 11:59:55	11.7c
2015-11-02 01:02:34	14.0c
2015-11-03 16:58:17	9.7c
2015-11-04 11:30:50	13.8c
2015-11-05 22:17:04	8.9c
2015-11-06 10:29:22	12.5c
2015-11-07 20:13:37	14.2c
2015-11-08 10:26:49	11.7c
2015-11-09 02:12:18	19.1c
2015-11-10 05:16:35	16.4c
2015-11-11 14:51:37	20.2c
2015-11-12 06:03:55	3.9c
2015-11-13 15:33:27	16.2c
2015-11-14 06:53:08	6.3c
2015-11-15 05:50:18	6.4c
2015-11-16 10:11:46	13.2c
2015-11-17 17:28:03	6.2c
2015-11-18 11:43:48	13.2c
2015-11-19 14:18:46	20.7c
2015-11-20 06:13:07	10.3c
2015-11-21 15:14:51	9.8c
2015-11-22 04:37:29	10.0c
2015-11-23 11:40:13	12.1c
2015-11-24 15:01:18	15.9c
2015-11-25 16:11:42	9.0c
2015-11-26 04:49:44	1.8c
2015-11-27 15:21:41	10.5c
2015-11-28 14:34:14	10.6c
2015-11-29 09:42:04	6.8c
2015-11-30 06:02:13	14.8c
2015-12-01 01:53:56	12.5c
2015-12-02 15:53:22	9.8c
2015-12-03 16:08:06	3.4c
2015-12-04 22:09:07	-0.2c
2015-12-05 16:49:18	6.3c
2015-12-06 08:47:18	1.7c
2015-12-07 12:43:07	5.9c
2015-12-08 16:13:32	7.0c
2015-12-09 19:56:55	2.1c
2015-12-10 23:26:47	8.2c
2015-12-11 17:00:27	8.2c
2015-12-12 05:41:24	0.3c
2015-12-13 09:13:20	11.4c
2015-12-14 07:40:06	9.3c
2015-12-15 16:23:55	4.6c
2015-12-16 04:54:19	4.9c
2015-12-17 17:34:29	3.4c
2015-12-18 21:50:26	6.4c
2015-12-19 22:56:10	2.1c
2015-12-20 08:03:51	0.1c
2015-12-21 02:10:56	4.2c
2015-12-22 12:27:15	7.1c
2015-12-23 15:14:24	6.0c
2015-12-24 11:10:11	11.0c
2015-12-25 07:53:27	3.6c
2015-12-26 21:38:57	1.7c
2015-12-27 04:37:05	2.0c
2015-12-28 02:10:17	10.0c
2015-12-29 01:45:57	8.3c
2015-12-30 00:04:45	1.1c
2015-12-31 08:41:30	13.1c
2016-01-01 01:24:15	3.6c
2016-01-02 00:45:15	8.7c
2016-01-03 12:00:00	3.9c
2016-01-04 04:32:23	6.2c
2016-01-05 03:19:12	5.7c
2016-01-06 19:46:36	4.5c
2016-01-07 00:51:14	10.7c
2016-01-08 23:49:15	3.5c
2016-01-09 23:16:42	7.2c
2016-01-10 02:24:14	5.7c
2016-01-11 18:34:06	5.4c
2016-01-12 03:23:52	2.0c
2016-01-13 11:13:21	6.1c
2016-01-14 07:21:52	5.5c
2016-01-15 17:44:10	3.9c
2016-01-16 03:12:48	10.8c
2016-01-17 23:35:10	1.9c
2016-01-18 17:06:58	3.6c
2016-01-19 23:34:34	5.2c
2016-01-20 18:49:12	5.2c
2016-01-21 05:50:17	9.4c
2016-01-22 08:06:23	3.2c
2016-01-23 15:00:38	2.2c
2016-01-24 18:29:30	2.7c
2016-01-25 15:02:48	3.5c
2016-01-26 12:22:52	3.3c
2016-01-27 18:54:37	8.3c
2016-01-28 11:14:39	4.0c
2016-01-29 15:55:01	10.0c
2016-01-30 00:28:04	5.5c
2016-01-31 00:46:44	11.1c
2016-02-01 19:51:41	1.1c
2016-02-02 23:53:13	7.7c
2016-02-03 20:46:10	5.5c
2016-02-04 04:51:30	1.1c
2016-02-05 16:12:14	2.5c
2016-02-06 16:25:32	8.7c
2016-02-07 10:17:16	11.6c
2016-02-08 08:13:58	1.3c
2016-02-09 09:19:17	9.8c
2016-02-10 03:59:29	2.2c
2016-02-11 19:41:08	7.1c
2016-02-12 04:17:05	2.5c
2016-02-13 14:32:12	6.0c
2016-02-14 07:14:39	6.9c
2016-02-15 14:36:47	5.8c
2016-02-16 05:41:14	5.8c
2016-02-17 20:23:05	5.0c
2016-02-18 20:59:53	3.5c
2016-02-19 17:06:58	9.4c
2016-02-20 20:28:13	1.5c
2016-02-21 20:16:43	10.0c
2016-02-22 10:39:17	3.7c
2016-02-23 21:20:20	5.4c
2016-02-24 23:30:16	-0.7c
2016-02-25 17:42:55	3.8c
2016-02-26 00:38:32	9.7c
2016-02-27 14:47:03	5.0c
2016-02-28 10:11:10	6.7c
2016-02-29 18:42:49	4.3c
2016-03-01 08:56:37	4.2c
2016-03-02 17:56:11	13.0c
2016-03-03 01:55:40	12.2c
2016-03-04 16:03:04	15.5c
2016-03-05 07:21:56	8.6c
2016-03-06 03:53:19	12.0c
2016-03-07 10:38:59	9.5c
2016-03-08 20:12:02	9.0c
2016-03-09 21:51:19	3.7c
2016-03-10 20:19:45	10.0c
2016-03-11 01:40:08	8.0c
2016-03-12 03:48:52	9.1c
2016-03-13 03:38:04	7.9c
2016-03-14 15:10:29	8.3c
2016-03-15 04:23:56	13.1c
2016-03-16 05:12:48	9.5c
2016-03-17 17:42:40	9.7c
2016-03-18 15:26:42	6.5c
2016-03-19 08:49:07	6.5c
2016-03-20 05:35:44	10.9c
2016-03-21 16:53:55	11.5c
2016-03-22 07:55:18	12.0c
2016-03-23 01:02:06	11.4c
2016-03-24 12:57:47	7.8c
2016-03-25 06:54:51	12.2c
2016-03-26 19:47:53	17.6c
2016-03-27 23:15:19	12.2c
2016-03-28 14:58:08	11.1c
2016-03-29 16:38:34	8.1c
2016-03-30 15:44:51	10.9c
2016-03-31 13:17:57	10.2c
2016-04-01 16:55:30	20.4c
2016-04-02 17:46:05	17.1c
2016-04-03 07:13:07	16.5c
2016-04-04 01:15:11	11.9c
2016-04-05 00:10:33	17.5c
2016-04-06 18:04:14	18.3c
2016-04-07 18:47:32	15.6c
2016-04-08 17:37:56	18.4c
2016-04-09 22:09:22	16.3c
2016-04-10 09:33:09	22.4c
2016-04-11 08:12:19	13.5c
2016-04-12 23:57:14	20.1c
2016-04-13 08:26:53	17.1c
2016-04-14 04:05:13	24.9c
2016-04-15 10:32:57	15.6c
2016-04-16 14:10:23	16.8c
2016-04-17 23:10:06	9.9c
2016-04-18 15:13:33	16.9c
2016-04-19 07:53:41	13.8c
2016-04-20 07:09:48	17.2c
2016-04-21 15:40:02	24.4c
2016-04-22 02:24:16	18.1c
2016-04-23 11:20:07	13.6c
2016-04-24 15:18:32	18.7c
2016-04-25 12:20:59	19.9c
2016-04-26 08:56:10	18.8c
2016-04-27 08:38:56	15.7c
2016-04-28 03:57:31	20.8c
2016-04-29 17:34:21	18.4c
2016-04-30 12:55:36	16.0c
2016-05-01 19:56:59	23.8c
2016-05-02 09:41:36	20.9c
2016-05-03 01:37:13	27.2c
2016-05-04 18:15:28	26.4c
2016-05-05 09:10:13	23.3c
2016-05-06 10:22:41	19.2c
2016-05-07 15:10:25	13.9c
2016-05-08 07:06:49	27.3c
2016-05-09 04:16:11	16.5c
2016-05-10 17:49:45	22.1c
2016-05-11 09:41:09	24.5c
2016-05-12 05:10:07	21.8c
2016-05-13 00:30:36	22.6c
2016-05-14 23:57:34	26.4c
2016-05-15 20:55:30	25.6c
2016-05-16 17:24:03	26.0c
2016-05-17 20:49:12	21.1c
2016-05-18 21:54:32	21.0c
2016-05-19 02:07:16	26.8c
2016-05-20 01:18:46	25.9c
2016-05-21 11:36:13	20.4c
2016-05-22 13:02:43	20.9c
2016-05-23 16:58:02	21.3c
2016-05-24 20:22:18	20.3c
2016-05-25 20:24:01	24.4c
2016-05-26 10:38:54	15.6c
2016-05-27 15:36:21	24.2c
2016-05-28 09:57:49	19.3c
2016-05-29 23:23:35	29.0c
2016-05-30 20:08:04	26.1c
2016-05-31 01:08:08	23.3c
2016-06-01 05:53:25	26.3c
2016-06-02 13:49:14	30.1c
2016-06-03 14:57:38	31.0c
2016-06-04 20:54:01	24.0c
2016-06-05 01:53:50	28.9c
2016-06-06 01:52:25	31.9c
2016-06-07 18:07:45	28.0c
2016-06-08 08:32:12	25.9c
2016-06-09 07:40:20	31.7c
2016-06-10 04:20:53	28.1c
2016-06-11 04:15:58	23.7c
2016-06-12 02:19:00	28.1c
2016-06-13 04:05:26	24.3c
2016-06-14 18:55:12	29.3c
2016-06-15 23:15:24	22.5c
2016-06-16 12:04:02	25.6c
2016-06-17 23:37:55	29.0c
2016-06-18 04:15:08	29.8c
2016-06-19 18:44:18	31.1c
2016-06-20 09:23:48	27.5c
2016-06-21 05:46:04	28.3c
2016-06-22 00:08:18	26.2c
2016-06-23 07:16:14	25.9c
2016-06-24 10:08:52	21.6c
2016-06-25 06:54:06	23.8c
2016-06-26 10:02:31	25.2c
2016-06-27 17:02:29	26.9c
2016-06-28 22:46:06	30.5c
2016-06-29 19:43:20	28.6c
2016-06-30 10:12:00	17.9c
2016-07-01 09:06:24	29.7c
2016-07-02 05:35:06	33.8c
2016-07-03 06:02:07	25.8c
2016-07-04 00:43:07	24.1c
2016-07-05 08:15:27	26.8c
2016-07-06 02:01:46	31.5c
2016-07-07 03:12:02	26.6c
2016-07-08 18:30:09	30.1c
2016-07-09 23:32:40	29.1c
2016-07-10 07:38:51	27.3c
2016-07-11 01:24:27	31.7c
2016-07-12 20:14:43	24.9c
2016-07-13 01:30:47	25.6c
2016-07-14 11:09:49	27.2c
2016-07-15 17:31:37	24.1c
2016-07-16 21:42:25	29.4c
2016-07-17 15:00:34	28.7c
2016-07-18 00:05:57	24.0c
2016-07-19 21:04:49	28.4c
2016-07-20 00:53:52	26.2c
2016-07-21 00:00:00	33.2c
2016-07-22 23:57:25	34.4c
2016-07-23 02:31:03	33.4c
2016-07-24 19:20:43	27.2c
2016-07-25 21:16:26	24.1c
2016-07-26 05:59:01	27.7c
2016-07-27 17:36:10	27.5c
2016-07-28 13:13:13	27.8c
2016-07-29 05:45:56	22.5c
2016-07-30 16:44:50	33.8c
2016-07-31 21:21:17	29.7c
2016-08-01 01:14:48	31.3c
2016-08-02 19:43:17	21.9c
2016-08-03 18:53:08	26.6c
2016-08-04 02:20:21	28.0c
2016-08-05 01:05:28	26.4c
2016-08-06 10:21:41	32.8c
2016-08-07 01:00:42	30.7c
2016-08-08 06:06:58	27.0c
2016-08-09 09:17:15	35.4c
2016-08-10 04:28:29	28.7c
2016-08-11 09:31:30	32.7c
2016-08-12 02:13:09	34.1c
2016-08-13 12:25:42	26.5c
2016-08-14 05:10:48	24.1c
2016-08-15 17:20:06	30.3c
2016-08-16 05:15:41	25.4c
2016-08-17 02:41:32	24.4c
2016-08-18 02:23:19	27.4c
2016-08-19 22:57:55	27.4c
2016-08-20 08:57:25	28.3c
2016-08-21 13:43:04	31.6c
2016-08-22 00:56:32	32.6c
2016-08-23 11:32:08	34.6c
2016-08-24 05:20:38	29.3c
2016-08-25 03:00:25	28.0c
2016-08-26 11:52:00	32.6c
2016-08-27 19:14:41	31.5c
2016-08-28 06:57:51	27.8c
2016-08-29 14:26:44	32.9c
2016-08-30 01:30:50	28.8c
2016-08-31 08:34:06	23.6c
2016-09-01 07:38:14	19.2c
2016-09-02 01:25:50	30.6c
2016-09-03 14:26:17	25.0c
2016-09-04 23:03:16	21.8c
2016-09-05 12:55:21	26.8c
2016-09-06 04:48:29	24.8c
2016-09-07 19:56:30	28.6c
2016-09-08 10:56:00	24.0c
2016-09-09 17:57:59	20.4c
2016-09-10 16:52:15	18.6c
2016-09-11 11:15:14	21.0c
2016-09-12 14:18:14	22.0c
2016-09-13 04:49:40	32.5c
2016-09-14 22:56:35	22.2c
2016-09-15 00:19:30	30.8c
2016-09-16 15:37:59	24.5c
2016-09-17 09:17:56	22.9c
2016-09-18 09:13:25	20.3c
2016-09-19 11:55:45	26.8c
2016-09-20 11:53:53	20.5c
2016-09-21 21:58:33	26.5c
2016-09-22 12:21:23	26.5c
2016-09-23 15:31:44	28.8c
2016-09-24 16:43:24	22.1c
2016-09-25 01:49:14	30.6c
2016-09-26 18:07:38	19.9c
2016-09-27 23:16:50	28.5c
2016-09-28 12:10:06	20.5c
2016-09-29 05:55:46	27.2c
2016-09-30 19:17:37	23.5c
2016-10-01 19:10:03	14.1c
2016-10-02 16:48:24	22.0c
2016-10-03 22:47:51	30.8c
2016-10-04 11:55:59	16.1c
2016-10-05 07:37:02	22.9c
2016-10-06 21:15:36	27.6c
2016-10-07 16:18:40	20.1c
2016-10-08 10:53:44	19.7c
2016-10-09 00:03:16	21.4c
2016-10-10 08:50:55	17.0c
2016-10-11 23:06:17	18.7c
2016-10-12 07:13:51	19.9c
2016-10-13 05:47:01	10.2c
2016-10-14 18:06:13	19.3c
2016-10-15 13:33:20	21.4c
2016-10-16 09:13:27	13.7c
2016-10-17 09:09:19	13.4c
2016-10-18 00:07:28	22.0c
2016-10-19 17:34:36	17.4c
2016-10-20 20:57:50	13.0c
2016-10-21 17:17:56	19.6c
2016-10-22 02:17:20	17.1c
2016-10-23 02:35:33	17.5c
2016-10-24 11:58:49	15.2c
2016-10-25 17:04:06	16.6c
2016-10-26 14:20:38	17.9c
2016-10-27 13:39:31	19.6c
2016-10-28 05:57:34	20.3c
2016-10-29 04:58:59	13.4c
2016-10-30 13:45:57	16.8c
2016-10-31 20:50:18	15.0c
2016-11-01 21:09:14	12.4c
2016-11-02 18:36:10	11.1c
2016-11-03 17:28:42	12.2c
2016-11-04 00:00:58	9.8c
2016-11-05 00:12:14	13.3c
2016-11-06 16:39:06	6.6c
2016-11-07 20:05:34	5.3c
2016-11-08 00:08:31	12.7c
2016-11-09 20:10:29	23.3c
2016-11-10 08:15:56	14.5c
2016-11-11 03:12:55	7.7c
2016-11-12 01:12:32	14.5c
2016-11-13 17:57:56	14.5c
2016-11-14 10:43:42	14.8c
2016-11-15 14:23:37	8.7c
2016-11-16 00:14:27	15.4c
2016-11-17 11:12:52	8.3c
2016-11-18 11:57:56	16.7c
2016-11-19 18:46:48	7.6c
2016-11-20 03:37:46	14.2c
2016-11-21 14:38:56	7.4c
2016-11-22 11:53:15	15.2c
2016-11-23 08:32:55	3.9c
2016-11-24 18:52:39	21.4c
2016-11-25 23:21:20	14.4c
2016-11-26 08:39:42	5.6c
2016-11-27 04:47:50	12.4c
2016-11-28 15:23:46	17.3c
2016-11-29 09:02:24	10.7c
2016-11-30 11:26:39	11.4c
2016-12-01 17:38:53	4.4c
2016-12-02 18:19:14	2.4c
2016-12-03 05:18:22	9.6c
2016-12-04 13:41:34	4.1c
2016-12-05 03:53:42	9.2c
2016-12-06 12:30:10	9.3c
2016-12-07 17:53:10	7.2c
2016-12-08 21:15:30	0.8c
2016-12-09 21:02:55	7.3c
2016-12-10 20:57:08	4.1c
2016-12-11 00:08:16	10.2c
2016-12-12 08:43:03	11.3c
2016-12-13 09:43:53	10.2c
2016-12-14 07:27:43	4.6c
2016-12-15 18:06:41	3.5c
2016-12-16 05:28:42	10.9c
2016-12-17 00:08:08	3.7c
2016-12-18 19:51:05	2.0c
2016-12-19 13:08:09	5.5c
2016-12-20 04:49:59	5.5c
2016-12-21 02:37:44	9.8c
2016-12-22 09:10:57	-0.3c
2016-12-23 04:42:43	11.8c
2016-12-24 09:56:52	6.4c
2016-12-25 09:48:46	8.1c
2016-12-26 19:21:24	3.0c
2016-12-27 14:23:25	9.0c
2016-12-28 01:32:40	5.9c
2016-12-29 15:01:08	4.6c
2016-12-30 04:56:50	2.5c
2016-12-31 11:19:36	10.0c
2017-01-01 04:07:07	8.0c
2017-01-02 00:14:34	7.9c
2017-01-03 06:31:42	6.3c
2017-01-04 23:14:09	1.3c
2017-01-05 07:43:21	7.2c
2017-01-06 02:10:42	8.1c
2017-01-07 09:59:05	8.6c
2017-01-08 01:36:28	2.5c
2017-01-09 13:52:30	6.1c
2017-01-10 09:18:36	0.4c
2017-01-11 05:50:48	5.4c
2017-01-12 01:28:42	4.4c
2017-01-13 08:36:01	4.7c
2017-01-14 19:52:10	3.9c
2017-01-15 13:27:25	4.6c
2017-01-16 02:49:12	8.1c
2017-01-17 20:58:06	3.9c
2017-01-18 01:58:43	8.0c
2017-01-19 08:25:30	-2.5c
2017-01-20 21:30:56	5.9c
2017-01-21 18:04:49	0.2c
2017-01-22 00:05:18	-0.9c
2017-01-23 18:23:14	3.4c
2017-01-24 15:17:43	8.1c
2017-01-25 20:25:24	0.8c
2017-01-26 02:24:14	4.8c
2017-01-27 09:13:23	6.4c
2017-01-28 18:15:34	5.0c
2017-01-29 11:41:22	2.0c
2017-01-30 10:26:30	4.7c
2017-01-31 19:30:02	-3.5c
2017-02-01 08:26:50	2.8c
2017-02-02 04:28:26	5.0c
2017-02-03 08:35:20	6.5c
2017-02-04 14:56:28	4.6c
2017-02-05 23:07:11	6.6c
2017-02-06 15:18:49	3.1c
2017-02-07 16:20:21	9.6c
2017-02-08 21:39:57	3.7c
2017-02-09 19:04:04	1.5c
2017-02-10 02:44:40	6.7c
2017-02-11 04:39:00	6.8c
2017-02-12 08:36:49	6.2c
2017-02-13 02:40:18	3.2c
2017-02-14 11:49:16	4.7c
2017-02-15 00:31:02	14.0c
